doc_id,text
44,bills immense harm lgbtq floridians children ill fight protect lgbtq youth including passing equality act banning conversion therapy nationwide ensuring lgbtq person gender affirming health care
45,fear fight im ready fight fighting act patriotism
46,warning signs bold action continue break temperature records
47,protect access abortion birth control reproductive health care elect candidates ballot protect rights im proud stand
48,i’m proud fight alongside
49,department education sitting evidence massive racial disparities student debt administration start canceling student loans day civil rights investigation racial disparities student debt
50,grateful single person’s endorsement leadership dark times hope promise continue learning listening community i’m fight
51,president undermined diplomatic relationships personal political gain broke law held accountable continue breaking law putting country risk
52,weeks terrifying people puerto rico hundreds earthquakes struck caused devastating damage homes destroyed unstable families afraid sleep inside
53,lev parnass interview
54,white house evidence donald trump hidden forever day president release document related impeachment inquiry american people deserve truth
55,challenges left demdebate stage heart hope moment fight structural change build
56,workers striking asarcos abusive labor practices months taking temporary jobs meet asarco rakes profits stand
57,women virginia assembly virginia finally passed equal rights amendment final ratification congratulations incredible women led charge
58,stand people puerto rico trump release amount natural disaster aid congress appropriated lives stake
59,imagine country decisions washington aren’t simply bought paid lobbyists donors imagine country fossil fuel industry nra don’t death grip congress root washington corruption
60,corruption plain simple defeat climate crisis government agencies packed people ties fossil fuel industry fighting corruption center fight climate change
61,restrictions press constitutional freedom press absolutely ensuring security american people deserve transparency accountability impeachment trial
62,revelations text messages shocking bottom stand ambassador yovanovitch diplomats deserve supported protected government undermined threatened
63,muslim ban separated families torn communities citizens students harassed humiliated borders cruelty i’ll reverse bigoted xenophobic ban day office
64,student loan debt widening racial wealth gap cancelmydebt
65,warning signs student loan debt crisis decade ago families wait relief ill tool president start providing relief day presidency
66,days iowa caucuses amount helps
67,tonight heart filled hope moment history moment left sidelines moment build movement real change demdebate
68,brothers republicans lot disagree lot agree theyre furious giant corporations billions dollars profits paying federal income taxes root corruption demdebate
69,progress climate change gun safety health care issues matter root corruption washington demdebate
70,people experience health care medical professional health insurance company standing demdebate
71,demdebate break notes didnt talk disability community struggling true equality gun violence worries parent country children living poverty life chances shrink
72,oath uphold constitution united america law includes president impeachment trial responsibility demdebate
73,stepped demdebate stage feeling energized fight structural change heard team we’re close meeting mid month fundraising goal chip midnight
74,time ideas time nibble edges real structural change building grassroots movement fight cedar rapids joining
75,mom hard child care brought wealthtax cover universalchildcare universal pre children investment babies moms dads demdebate
76,chance unite democrats independents republicans i’m building grassroots movement leading fight we’re america rich powerful that’s we’re beat trump demdebate
77,brothers republicans lot disagree lot agree brothers furious giant corporations billions dollars profits paying corporate taxes root corruption demdebate
78,people suffering people quickly i’ve plan raising taxes middle class demdebate
79,we’ve climate crisis decades fossil fuel industry money stop change government corruption progress climate issues demdebate
80,climate change threatens living day i’ll president fight crisis roll trump putting stop drilling mining federal lands offshore drilling demdebate
81,impeachment trial corrupt administration lives that’s lies heart trump putting trump draw distinction democrats fighting people demdebate
82,politics oath uphold constitution law includes president united impeachment trial responsibility demdebate
83,people african american elected president united stood candidate changed america demdebate
84,wealthtax america giant corporations pay fair share that’s build economy bring national debt invest kids future demdebate
85,donald trump grew rich spent career richer grew oklahoma ragged edge middle class im fighting families chance thrive watch iowa ad narrated
86,mom child care sunk weren’t aunt bee plan universalchildcare paid wealthtax cover child care children provide universal pre demdebate
87,people quickly medicareforall plan raising taxes middle class families penny day cut cost drugs insulin epipens americans rely demdebate
88,start whats happening america people suffering million people doctor prescription couldnt afford prescription filled let’s medicareforall demdebate
89,mind stage lost ten elections people stage won race women amy demdebate
90,real danger democrats picking candidate can’t pull party takes democratic constituency granted candidate excite party bring demdebate
91,woman beat donald trump demdebate stage tonight collectively lost ten elections people stage won single election they’ve women demdebate
92,led fight trade deals weren’t american people american workers environment farmers iowa hurting hurting donald trumps initiated trade wars demdebate
93,policy helps workers farmers usmca modest improvement accept relief people day fight trade deal demdebate
94,authorization military force nation combat constitution commander chief demdebate
95,stop military solve solved militarily allies economic diplomatic tools combat troops middle east demdebate
96,scholarships bit savings carolyn loans afford college son future free debt ive plan universal free public college technical school
97,revolving door washington defense industry pentagon that’s corruption president i’ll block revolving door cut defense budget defense industry isn’t calling shots demdebate
98,job commander chief america safe judgment ive sat senate armed services committee ive generals i’ve visited troops brothers military military families sacrifice demdebate
99,moment fight hard bold ideas demdebate
100,zachariah pitched bucks campaign called tonight’s demdebate mid month goal hit chip call
101,banks people file bankruptcy reckless irresponsible truth theyre struggling disaster send cliff dont shaming relief
102,donald trump undermining national security helping rich buddies richer american people deserve answers
103,dropped school dream college teacher found commuter college tuition semester live dream im fighting opportunities
104,canceling student loan debt racial justice issue cancelmydebt
105,circulating images democrats hijab turban insulting denigrates faith millions muslims sikhs islamophobia racism oval office american worry faith denigrated political gain
106,cancel student loan debt public college technical school tuition free crisis
107,ill
108,simply trump administration attack immigrants disabilities families shouldnt forced choose staying country basic health care housing ill overturn rule president
109,tied job pay student loan debt cancelmydebt
110,families wait structural change start day
111,student loan crisis afford wait congress act i’ve proposed student loan debt cancellation plan day presidency i’ll existing laws start providing debt cancellation immediately
112,structural change watch iowa ad
113,run president united billionaire suck billionaires country billionaires worse
114,support people iran peacefully protest corrupt government isn’t support including lifting muslim ban engineer regime change recklessly risk war
115,opportunity participate aspects life fight build inclusive world
116,i’m deeply grateful support
117,im grateful endorsements structural progressive change build movement defeat donald trump
118,im afraid stand billionaires giant corporations im fight build government economy check ad hampshire
119,hear stories families mine hanging middle class theyre worried health crisis lost job losing house car hope theyre ready fight america
120,government economy wealthy connected marshalltown iowa
121,whats broken country fix widely popular policies stuck structural change can’t corruption washington hold desperately it’s time rid filibuster
122,florida teachers rallying fair pay funding schools wont intimidated undermined stand teachers ill fight teachers fair pay funded schools deserve
123,housing health care education immigration minimum wage social security climate change policy issues disability policy issues
124,facing maternal mortality crisis america black moms epidemic major reason racism let’s time hold health systems accountable demand change lives depend
125,americans dover hampshire country ready structural change
126,can‘t military solve can’t solved militarily time endless wars bring troops home
127,let’s climate change putting futures jeopardy i’m grateful opportunity talk voters plans defeat climate crisis milford hampshire
128,iowa caucuses days sign calls iowa caucus goers weekend call start calls we’re
129,climate change existential crisis it’s i’m fighting heart structural greennewdeal bluenewdeal
130,spent career studying simple question american families broke daddy bankruptcy research noticed she’s special move
131,i’m grateful day
132,matter live hands deck iowa hampshire nevada south carolina
133,i’m grateful
134,congratulations
135,billionaires giant corporations dont contribute fair share means paying roads schools firefighters falls rest ive plans root corruption washington pay fair share rest
136,ill stop fighting structural change
137,president’s obstruction unprecedented nixon staff testified documents trump blocked witnesses defied subpoenas documents obstruction stands congress forever weakened senate act
138,laws criminalizing homelessness disproportionately harm people disabilities invest resources homelessness giving people services arresting
139,private equity greed driving rents pushing families homes breaking communities legalized looting profiting families time rein private equity ive plan
140,climate change existential threat can’t corruption washington hold desperately it’s time rid filibuster
141,people died dennis muilenburg pressured regulators profits ahead safety passengers pilots flight attendants hell walk additional million corruption plain simple
142,donald trump seemingly doubling bigotry xenophobia let’s i’ll reverse muslim ban day office won’t stop fighting policies scapegoat hurt muslim communities families
143,refusing medical care expanding definition public charge justify denying green cards trump administration enacted inhumane immigration agenda coupled xenophobia ableism president ill protect immigrants disabilities
144,donald trumps concern national security issues security united donald trumps political skin reckless speak nowarwithiran
145,country thin slice people top im fighting opportunity build life families
146,whats broken country fix corruption holds progress health care child care free college social security root corruption washington
147,anniversary liberation auschwitz weremember millions victims holocaust recognize horrors past repeat future fight bigotry hate holocaustmemorialday
148,forced choose paying medication basic essentials toilet paper time raise social security payments month
149,republicans democrats giving cushy ambassadorships wealthy donors corruption plain simple warren administration ill check iowa ad
150,todays reporting confirms sunday strike happen eve impeachment trial trump taking edge war political benefit reckless dangerous speak war iran
151,donald trumps reckless dangerous actions escalated tensions driven closer brink war
152,trans youth feel unsafe school experience mental health deserve treated dignity respect attacked legislators president i’ll fight ensure opportunity thrive
153,private equity greed driving rents costing thousands people country homes jobs time rein wall street greed applaud colleagues house hold accountable
154,ive plan create million green jobs
155,organize fight persist win
156,people life rising stars public service people donald trump’s rising stars prison
157,women candidates outperforming candidates competitive elections donald trump elected women win
158,climate change threatens living planet tool defeat
159,teri im hold photo leo promise fight
160,billionaires buy race candidates spend time billionaires democracy rich im fighting structural change government
161,decision abortion call family friends partner pastor entity interfering decision federal government
162,facebook paying glowing fake news coverage surprising theyre standing ground letting political figures lie facebook real competition accountability democracy isnt held hostage desire money
163,renew fight housing discrimination i’ll start day president ill restore affirmatively fair housing rule housing segregation
164,bold plans grassroots movement fighting defeat climate crisis im grateful energy
165,status quo wealthy connected structural change coming i’m afraid fight
166,caucuses primaries weeks time hands deck talk voters sign join call crew
167,quick easy join union stand
168,republicans direct evidence presidents direct evidence real trial witnesses documents
169,deserve dump guy ghosted convince roommate adopt dog ill care canceling student loan debt
170,banks families broke theyre irresponsible wasteful studied families broke found devastating stories lost jobs medical crisis death family families don’t shaming relief
171,imagine country imagine life finally page history imagine lies ahead youre halfway step fight
172,dangerous wrong ensure infrastructure projects account climate impacts president ill infrastructure projects undergo climate test subjected environmental impact review
173,benefits lifelines millions people disabilities ill fight cruel move trump administration president ill fight expand reform ssdi ssi benefits ensure financial security
174,dont president undermines allies escalates tensions dont president tweets threats war crimes president sound strategy diplomatic economic tool step brink war
175,wealthtax achieve universalchildcare universal public college technical school cancel student loan debt billion public schools life changing families
176,night’s event brooklyn
177,cash bail unreasonably punitive financially burdensome system disproportionately victimizes black brown communities rolling reforms blatantly disregard voices yorkers voted
178,it’s hard save decent retirement it’s harder ive plan increase social security benefits month biggest increase half century seniors michael retire dignity live independently
179,selfie line fun
180,tonight prayers service diplomats personnel serving iraq families people region reminder de escalate tension middle east american people war iran
181,join
182,grassroots donors pretty surprised call recording promise donate call tonight
183,kate mckinnon fabulous im
184,military solve solved militarily diplomatic economic tool sound strategy guiding trumps reckless dangerous actions escalating crisis putting military risk
185,forward answering questions cripthevote twitter town hall
186,spent career studying american families broke economy rigged families giant banks rigged bankruptcy system squeeze struggling families decided fight
187,forward joining hottopics table
188,bruce heartsick vanessa bryant entire bryant family family friends killed crash grieve america hold children close loved care
189,heart people puerto rico resilient ill fight ensure receive disaster assistance deserve recover earthquakes
190,fundamental question democracy wealthy connected decision run grassroots campaign sucking billionaires run join
191,economy pushing struggling families breaking bankruptcy laws harder feet ive plan overhaul consumer bankruptcy rules
192,covered lot ground
193,ill
194,finished speaking
195,ill speaking msnbc
196,town halls davenport iowa country people whats broken theyre afraid spite fear hope change america
197,imagined country fighting chance dubuque
198,love real conversations voters build structural change maquoketa iowa canvassing door door youre ready knock doors sign canvass training
199,determination lead movement forged thousands people des moines iowa country ready fight country ill fight build america values
200,donald trump dangerous hes repeatedly undermined diplomatic relationships personal political gain he’s escalated tensions driven crises reckless actions drag war
201,reports deeply disturbing iranian americans rights citizens treated dignity respect border bigoted xenophobic scrutiny
202,government economy wealthy connected family opportunity thrive
203,election fighting ideas reflect values manchester iowa america time dream fight hard win
204,let’s i’ve plan boost wages women color pathways leadership positions deserve
205,pick fights build america kids grandkids fighting
206,achievements werent born fear born boldness dreams moments challenge mobilize meet head hanover hampshire country americans ready fight brighter future
207,congratulations dads daniel scott double woo hoo knocking doors
208,i’m grateful hard
209,health care system immoral inefficient costing lives profit denying people health care im fighting medicareforall families jennys
210,student loan debt crisis didnt happen accident invested public college students shifted burden families paid semester todays students graduating thousands dollars debt
211,team here’s selfie lines photos
212,forward chatting cripthevote tuesday
213,yesterday reagan elle questions iowa answers
214,selfie line opportunity listen stories hear fight selfie selfie photo photo person person we’re growing grassroots movement
215,councilwoman
216,threatening commit war crimes war iran american people war iran democracy start war iran threats troops diplomats risk stop
217,hit photo line sneakers
218,it’s official warrenselfie manchester iowa don’t spend time rich donors checks spend voters selfie line moment meet movement
219,racists white supremacists people hateful ideologies feel empowered protected donald trump we’re violent consequences trump white house fight white nationalist violence
220,focus funding public schools private maintain anti lgbtq policies ensure kid lgbtq kids quality public education
221,call americans disabilities excluded economic opportunity denied financial security plan fight change
222,time called criminal investigation fargo ceo successfully pushed banks board held accountable ceos top bankers break law jail
223,woo hoo glad
224,isnt government versus government government captured rich powerful solution creating government wealthy connected
225,hampshires legislature passed bill raise minimum wage gov sununu vetoed raise federal minimum wage living wage support families
226,imagine lies chaos ugliness youre halfway fight selfies pinkie promises concord heard dreams build future
227,hours trans american killed senseless act gun violence dustin parker father husband advocate looked community fight justice trans americans
228,fighting climate action afraid they’re lose job warren administration fight protect strengthen workers voices holding employers accountable
229,american companies real loyalty short term shareholders outsource jobs save nickel that’s theyll defend american jobs ive plan
230,catastrophic scenes australias wildfires alarm climate change driving dangerous destructive fires world california south wales fight defeat crisis
231,girl grow knowing fight heart win pinky promise won’t forget
232,trump administration expanding dangerous cruel remain mexico policy putting lives asylum seekers risk president ill reverse policy ensure asylum seekers welcomed
233,people disabilities sarah fighting economic security equal opportunity inclusion ill fighting alongside built plan fight justice inclusion
234,donald trump dangerous reckless hes escalated crises betrayed partners hes undermined diplomatic relationships personal political gain drag war speak
235,we’re brink war middle east devastating terms lives lost resources wasted we’re accident we’re reckless president allies administration spent pushing
236,called laura teacher agreed teacher white house im grateful single person chips grassroots campaign win
237,million donors pitched raise million grassroots movement closed door fundraisers im deeply grateful supporting campaign team warren ready dream fight hard win
238,soleimani murderer responsible deaths thousands including hundreds americans reckless move escalates situation iran increases likelihood deaths middle east conflict priority avoid costly war
239,employers allowed pay people disabilities wages low hour shameful people disabilities rights fair wages economic security ill fight subminimum wage
240,republicans clock outlaw abortion deny people reproductive health care theyre hoping supreme court radical play senate pass federal laws protecting reproductive rights
241,issues racism issues black brown women issues talked
242,sarah letter people disabilities brother arent left sarah heres promise fight care services live determined life community loves
243,i’m fighting
244,ill fight expand reform social security disability insurance supplemental security income ensure financial security im deeply grateful
245,technology foster accessibility people disabilities affordable hearing aid law bring costs administration bring costs assistive technologies
246,people disabilities fighting economic security equal opportunity inclusion they’re fighting president ill partner disability community combat ableism fight justice aspects life
247,americans that’s moments country challenge mobilize meet head begin dreams bold plans
248,aspirations dreams werent stretched meet werent crushed debt lived worrying afford health care prescriptions thrive
249,taking time world sparks urgency hearts determination minds minute imagine country lives future
250,promise jennifer iowans country i’ll fight hard fight family immigration health care climate change americans ready structural change i’m fight
251,ahead imagine country chaos ugliness past future courage fight happy
252,juliette chipped meet quarter goal called chip tonights deadline call dream fight hard safe happy
253,call phone call elizabeth called keith contributing grassroots campaign chip tonights deadline call
254,imagine future america live future dream fight hard build
255,called
256,woo hoo
257,called jaylin chipping grassroots campaign fight structural change chip call
258,there’s time enter haven’t
259,jonathan chipped campaign call talked plans root corruption washington grow grassroots movement chip call
260,president’s lawyers documents witnesses trump didnt wrong withheld aid personal political reasons release documents prove won’t trump illegal
261,hatred injustice oppression black americans history stopped imagining fighting tomorrow black history american history shown america ideals warren
262,imagine lies chaos ugliness halfway step step fight warren
263,hours fec deadline fundraising quarter’s i’m counting grassroots supporters close gap contribute meet million goal
264,achievements victories born fear born boldness dreams warren
265,moments country challenge mobilize meet head fighting act patriotism warren
266,trump’s reckless decisions walk iran deal launch airstrikes iraq iraqi government consent brought closer war endangered troops diplomats forever wars start
267,begin tomorrow committed dream fight hard win happy warren
268,future generations americans time celebrate choosing hope fear fought build america values america warren
269,fight chance rewrite rules power country chance differences mobilize movement change warren
270,america imagine americans courage fight warren
271,it’s true
272,hearts power america rest people economy democracy finally warren
273,power dump endless avalanche excuses misdirections distractions american people it’s designed resign power left warren
274,begin fight hard truth power washington easily warren
275,imagine imagine lies chaos ugliness halfway step step fight warren
276,imagine america matter color skin love worship born zip code live safe opportunities pretty else’s warren
277,imagine america lived experience women reflected committee corner offices pennsylvania avenue warren
278,imagine america women women color lgbtq women women diverse backgrounds power decisions country warren
279,imagine what’s poor communities communities color dumping grounds toxic wastes polluting industries warren
280,survival living planet hangs balance fossil fuel companies call shots washington imagine america beat climate crisis embrace greennewdeal warren
281,imagine america monthly social security checks cover bills leave extra home repairs occasional meal birthday grandchildren warren
282,daddy couldnt awhile heart attack lost station wagon lost house mom minimum wage job saved home minimum wage job mom baby poverty time raise minimum wage
283,imagine america black maternal health priority imagine america sick concentrate worry bankruptcy warren
284,imagine america medicareforall ensures health care basic human imagine america prescriptions filled worrying cost warren
285,imagine fleeing violence oppression finding america matches values day welcomes asylum seekers refugees care compassion warren
286,imagine country adult treated valuable technical school college college tuition free ready warren
287,imagine country child treated valuable education top priority imagine country teachers deeply respected paid warren
288,stretched meet coach volunteer parent opportunities children grandchildren warren
289,paying half income rent pay credit cards money savings account dog idea bailey warren
290,tied job pay student loan debt job move hometown start business warren
291,imagine thrive america safe lived community fear fear oppression violence anti semitism white supremacy police brutality live life warren
292,imagine country imagine america warren
293,day doctors firsthand broken system patients skip prescriptions treatments tests due cost week thousands doctors support fixing system i’m grateful fight medicareforall
294,determination lead movement forged tens thousands people ready fight country warren
295,fight strengthened people whispered dreams ear warren
296,plans country influenced letters pressed palm girls warren
297,campaign you’ve found closed doors corporate executives spending hours phone sucking rich donors fund campaign warren
298,past i’ve chance shake hands hug people town halls country differences ready fight common aspirations warren
299,ago race president decision run campaign straight heart deeply grateful hearts campaign warren
300,day start structural change rigged economy create set rules rules chance succeed warren
301,day start structural change people charge democracy hear everyone’s voice count everyone’s vote warren
302,president attack corruption washington head attack concentration power makes government wealthy connected warren
303,imagine reality reality reach warren
304,happy lunar world celebrating bruce joyous holiday spent family friends warmest wishes health success
305,imagine country politician kiss rings rich win elected office warren
306,imagine country drug companies insurance industry don’t stand americans basic health care warren
307,imagine country nra gun industry don’t profits safety children warren
308,imagine country private prisons detention centers don’t exist makes profit locking people warren
309,imagine country fossil fuel industry doesn’t grip planet warren
310,imagine country decisions washington aren’t simply bought paid lobbyists donors warren
311,taking time world sparks urgency hearts determination minds warren
312,imagining won’t imagination powerful forces contemplate change lives begin expect change warren
313,moment eve imagine imagine country imagine life finally page history warren
314,achievements born fear born boldness dreams unique ability imagine world fought imagine reality warren
315,beat donald trump dust settles ill fight hell country watch nevada ad spanish
316,health care workers care communities deserve fair wages benefits safe staffing levels support workers
317,world’s leading industrial producer simultaneously workers join unions live decent lives created breakthroughs science technology connected world internet rocketed moon warren
318,americans that’s moments country challenge mobilize meet head warren
319,nation fights fighting act patriotism warren
320,page tomorrow election decade chill fear air people afraid danger feel real democracy hangs balance fight warren
321,house democrats upheld sworn duty impeached president return senate mine senate republicans choose truth politics donald trump emboldened cheat election warren
322,past months president bolder lies law breaking squeeze foreign government advance personal fortunes republicans congress fawning spineless defenders crimes warren
323,hours dawn break america offering moment pause reflection moment optimism let’s america normal warren
324,ago launched campaign structural change minutes ill speaking live optimism ill carrying warren
325,launched campaign fight protect promise america fight dream fight hard win
326,free worship celebrate fear stand fight hate bigotry anti semitic violence warren administration tool defeat
327,david generation farmer hopes daughters opportunity carry farming sixth generation rosmann farmers level playing field family farms iowa country
328,call time chance talk grassroots donors listen stories campaign i’m calls tomorrow chip reach quarter goal
329,tuesday ill speaking boston anniversary launching campaign bookmark page watch speech live tomorrow warren
330,shouldnt live fight daily toll gun violence devastating communities including mass shootings
331,climate change gun violence health care lot ideas fix issues majority americans dont change corruption pure simple weve root ive plans
332,heres advice women running office fight heart youll strong that’s you’ll persuade join
333,families des moines country deserve fighting chance that’s lot plans increasing social security benefits canceling student loan debt rebuild middle class power hands people
334,trump corrupt president history here’s corruption helps giant corporations expense businesses families
335,it’s
336,rich people lot lot doesn’t bigger piece democracy
337,fred doesn’t answer unknown bruce glad picked chip call
338,trump provoked conflict iran concealed diminished injuries troops suffered result appalling senate improve treatment traumatic brain injuries president ill wars
339,fec deadline days campaign running short million goal people twitter pitch tonight close gap track chip deadline
340,heart rep john lewis family he’s fighter hell continue trouble stay strong john
341,richest americans biggest fortunes richer wealth gap wider wider wealthtax level playing field fund opportunity ensure family chance succeed
342,chance dream fight hard win
343,im heartsick victims horrific attack series anti semitic attacks york jersey fight anti semitism hateful bigotry society
344,he’s vacation logan maine picked phone called donor logan chipped makes difference close fundraising gap fec deadline chip
345,moniqua business owner georgia chipped campaign call spend call time phone grassroots donors happen chip call
346,meet girl i’m running president that’s girls pinky promise they’ll remember
347,spend time thanking grassroots donors grassroots donors growing campaign i’ll calling folks weekend
348,abortion rights human rights abortion rights economic rights stop fighting defend rights
349,grateful spend time rosa yesterday talk child care workers rights plans increase wages child care workers easier form union
350,don’t spend time fancy fundraisers wealthy donors donations days iacaucus i’m spending time people i’m thanking grassroots donors chipping campaign chip call
351,i’m grateful
352,climate change existential threat running time elect president fight crisis ill fight root corruption washington pass greennewdeal create millions green jobs
353,wouldn’t weren’t chip hit campaign’s quarter fundraising goal critical time invest iowa voting caucusing start
354,mom child care arrangement failure aunt bee stepped let’s plan universalchildcare quality child care free millions families affordable
355,call white supremacy domestic terrorism warren administration justice department rise
356,people fight people win let’s
357,election isn’t start fight we’re fight win
358,wealthiest families gobbled massive amount wealth middle class hollowed wasnt accident heres wealthtax level playing field
359,mom hard child care brought holding families ambers family access quality affordable child care pay wealthtax
360,families education drowned debt child care costs eating paychecks health care risking bankruptcy structural change
361,phone nearby weekend i’ll calling grassroots donors chipping campaign pitch tonight hope we’ll talk
362,closing decade widening wealth gap millions families drowning debt due costs health care education fight structural change build economy
363,top tenth percent pitch cents chance it’s simple
364,bit christmas dinner
365,grow economy isnt giving money billionaires corporations sitting piles money helping families struggling costs health care child care housing education
366,bruce wishing happy kwanzaa celebrating week
367,ago felipe gómez alonzo died cbp custody christmas im heartsick families wont celebrating trump administrations cruel treatment immigrants asylum seekers
368,family merry christmas
369,bailey wishes merry christmas
370,un’s ruling favor protecting rohingya step forward accountability protecting human rights muslim populations world can’t silent atrocities rohingya faced
371,imagine parents effort dress holiday santa mildly terrified photo figured eventually
372,stand amazons workers breaking holiday season deserves time spend families workers fight win
373,i’d school gym running president united don’t don’t fight
374,difficult times heart filled hope it’s people meet town halls cedar rapids country theyre struggling theyve challenges america theyre fight
375,government wealthy connected expense i’m fighting structural change families north liberty iowa families country
376,fec deadline approaching tonight team send list donors check we’re track haven’t donated campaign chip we’re fight
377,dennis muilenburg pressured regulators profits ahead safety passengers pilots flight attendants firing news overdue
378,oklahoma city town hall school school debate trophy display public school debate team incredible opportunities public schools im fighting
379,id school time candidate president united dont dont fight
380,time graduated school folks couldnt afford college application college school debate amazing opportunities meet oklahoma’s champions
381,republicans white house dont american people happened im president ill release document related impeachment inquiry theyve hiding american people truth
382,oklahoma home
383,ottumwa iowa talked free press powerfully democracy administration fight protect journalists amendment
384,won’t progress issues care root corruption washington i’ve plan
385,real freedom isn’t letting corporations prevent workers taking job real freedom government ban compete clauses workers choose job that’s
386,countrys top turkey companies sued allegedly conspiring raise prices major meat industries investigation price fixing collusion it’s time enforce antitrust laws ag
387,oklahoma tune live oklahoma city town hall
388,tool combat voter suppression ill fight defend vote build grassroots movement win
389,targeting families reunite children despicable cruel stephen miller donald trump administration lengths harm vulnerable families we’ll fight hold accountable
390,bruce wishing happy hanukkah celebrating festival lights week chag sameach
391,change perception president tie electing woman president
392,disturbing damning evidence donald trump undermined diplomatic relationships committed public servants national security personal political gain real trial witnesses documents
393,john kennedy send moon decade people itd impossible american ingenuity rose meet challenge challenge climate change american ingenuity rise meet
394,candidate president draw sharpest distinction corruption trump administration fight wealthy connected that’s i’m fight
395,election government wealthy connected families met burlington iowa im im fighting government economy
396,america proud history rising challenges faced country defeating climate crisis exception greennewdeal
397,let’s dreamers heretostay trump administration’s cruelty scotus daca hearings plan protect immigrants campaign stands dreamers
398,dont fancy fundraisers millionaires billionaires spend time grabbing beer iced tea donors mike linda chipped dollars campaign grassroots donors deciding democratic nominee
399,creating shell company hide identity easier library card time tackle global flow dark money ive plan
400,grew ragged edge middle class daddys heart attack hurtling financial cliff im fighting government economy families mine weather
401,hateful bigoted language violent consequences weve surge hate crimes im heartsick teenager family i’m sending speedy recovery
402,black trans woman yahira nesby killed epidemic growing tool
403,fight social racial economic justice rooted faith faith doesnt call calls act im proud introduce interfaith advisory council principled faith leaders fight righteous struggle
404,atatiana jefferson alive family justice fight real reform including federal standards force
405,trump administration throw barrier harder people care fight elect president protect abortion
406,families struggling theyre hard multiple jobs theyre barely scraping time economy people keokuk iowa country
407,family canceled student loan debt raised minimum wage hour social security benefits increased month hear stories families fort madison country im fighting thrive
408,decades horrors tulsaracemassacre covered forgotten hope discoveries bring healing tulsa remaining families victims
409,structural change build grassroots movement fight
410,pinky promises girls meet campaign trail theyll remember running president girls matter issue care schools environment gun violence fight heart win
411,efforts silence
412,faced seemingly impossible challenges american ingenuity risen meet defeat climate crisis greennewdeal opportunity invest green economy create million jobs
413,i’m grateful toes tuned demdebate pitches campaign growing join
414,yesterday grassroots campaign surpassed million grassroots donations i’m deeply grateful support contributions building
415,decision ago rich people smoke filled wouldn’t pick president people youre stand wealthy connected youre president intend promise american people
416,it’s special demdebate family
417,i’m millionaires billionaires im tens millions people country ready build america doesn’t top
418,millionaires billionaires im tens millions people country ready build america wont top demdebate
