doc_id,text
164,time world war life expectancy declined consecutive opioids reason can’t sit alarming trend continue here’s plan we’ll tackle opioid crisis
165,day americans die opioid overdose toll crisis devastating unacceptable plan provide people medication assisted treatment removing obstacles prevent care
166,it’s time treat opioid epidemic national emergency i’m chillicothe ohio hear hand community leaders fight opioid crisis
167,holidays trump asthma disease electricity bills scrooge reduce coal
168,mayor
169,america ready i’m bring people happen common ground build country proud florida team feel miami
170,administration lobbyists won’t past lobby i’m don’t penny
171,ive lucky chance
172,americans deserve affordable healthcare requires wishful thinking medicare proposal elect donald trump expand coverage
173,health care plan create public health insurance option build progress affordable care act lower premiums drug costs easier enroll public private insurance cap network charges medicare rates
174,i’m tennessee people lack health coverage can’t accept plans health care affordable accessible americans
175,million people don’t health insurance it’s expensive health care shouldn’t families debt president i’ll lower health care costs health insurance reach americans
176,election referendum save constitution trump light fire
177,million americans health insurance expensive build health care system enjoyed meeting health care experts community hometown medford ma hear experiences insights
178,job leader unite offices divide sit desk brought tradition openness city hall mayor i’m elected president i’ll run white house i’ve run
179,child tax credit broken recently announced plans fix poorest families refundable phasing faster starting dollar earnings
180,israels unitedformike
181,colorado privilege meeting jane dougherty sister tragically killed sandy hook shooting story american experience
182,support
183,students shot day trump’s unwillingness act protecting nra children hes choice beat
184,newtown heroes field leadership win fight gun violence congratulations team nighthawks
185,failure presidential leadership americas pledge weve brought cities businesses dedicated meeting paris agreement goals white house leads climate change mine
186,home heart
187,ago people believed fast lot credit shannon it’s moms students volunteers gun sense movement stronger effective
188,charlotte field office i’m thankful team they’ve feel home hard we’ll flip north carolina blue november
189,president ill ensure federal government partner city officials mayor vi lyles mayor
190,flight north carolina legacy history keeping tradition nc lead field office charlotte follow
191,watching news california heavy hearts thinking bryants families devastated terrible tragedy
192,rev dr clifford jones
193,renew commitment honoring victims sandy hook americans experienced devastation gun violence fighting save fate
194,weve lot progress fighting climate change trump administration imagine president leads
195,we’ll cut greenhouse emissions entire economy candidates talk they’re office i’m focused delivering progress immediately i’m doer talker
196,we’ll replace existing gas plants stop construction critical stopping worst effects climate change gas bigger source climate pollution coal emissions gas growing
197,coal campaign we’ve closed half coal plants country president trump we’ve set goal retiring replacing coal clean energy sources
198,jeremy corbyns catastrophic uk warning democratic nominee defeat donald trump running campaign appeals americans divides
199,president i’ll set ambitious climate goals country goals achieve push reduction electricity emissions setting path clean electricity
200,ballad climate denier
201,beat trump rebuild country talented organizers connecting voters battleground
202,president sets tone country it’s exclusive inclusive divisive uniting appeals fine people bigotry unequivocally rejects choose inclusion choose tolerance choose america unitedformike
203,catch willie brown san francisco night
204,mayor
205,despicable attack jersey city deeply disturbing pattern violence jewish community hard true america common
206,trump rules toxic chemicals air water falsely claims credit keeping clean bankrupt times calling successful businessman
207,endorsement mayor
208,president i’ll raise minimum wage hour raised york nationally
209,affordable housing crisis we’re releasing proposals
210,americans struggling they’ve washington i’m sharing proposals fight poverty supporting trailblazing local leaders mayor
211,helped democrats win house hold president accountable im glad defend republican party excuses presidents flagrant dangerous abuses power
212,president protect lgbtq community close disparities health care access quality stop violence transgender people advocate equal rights settle won’t
213,defender israel that’s faa banned american carriers flying israel gaza conflict boarded el al flight nyc tel aviv express solidarity israelis
214,president trump harmed america damaged reputation abroad can’t afford reckless unethical behavior candidate win november can’t afford fail
215,prime minister
216,americaspledge report ambitious federal climate policy accomplish decade ahead outlines scenarios significantly reduce emissions meet goals paris agreement
217,trump pulled paris agreement teamed
218,madam secretary
219,rt hon claire perry oneill leadership climate issues forward supporting president cop helping success cop
220,congratulations named
221,americaspledge uniting cities business fight climate change report climate action accelerate progress we’re amp fulfill commitment paris agreement
222,congratulations appointment
223,perpetrators anti semitism hate presidential megaphone trump’s refusal condemn violent extremist president call domestic terrorists fbi doj crack
224,global cities climate progress local level
225,mayors continuing impact climate change americaspledge report proves i’m glad share we’re recommitting city driven climate action
226,beating climate change wont require miracle leadership common sense action investing clean energy reduce emissions create jobs
227,congratulations appointment executive vice president
228,glad meet spanish finance minister
229,i’m cop deliver report america’s pledge founded trump announced withdraw paris agreement acts president enter agreement increase america’s commitment reducing emissions
230,mayor
231,deeply disturbing attorney concerned protecting president protecting country russia
232,leadership isn’t shaking fist world putting ideas website tweeting it’s bringing people solve results that’s president taking term climate action
233,im cop madrid president trump wont
234,parents taught judaism shul it’s living values repair world tradition tikkun olam that’s spirit campaign it’s i’m excited launch coalition unitedformike
235,trump paris agreement climate progress happening bold action cities businesses tomorrow i’ll represent cop deliver america’s pledge report we’ve
236,honored address texas democratic leaders weve shot texas blue
237,ive gun violence decade president fight gun violence angle power save lives
238,criminal justice reform issue augusta mayor
239,mayor
240,president track record taking nra winning ive proved gun safety laws passed fight
241,rate teen cig continues grow increasing range tobacco products kids alarming trump protect kids national leadership won’t happen watch
242,president power stop epidemic gun violence we’ll start overhauling background check system effective requiring background checks gun sales
243,i’ve gun violence life’s president i’ll tackle crisis true national emergency i’ll harder criminals guns communities safer gun violence epidemic
244,rep
245,country join fight join
246,officially filed ballot colorado democratic primary
247,colorado win democrats im focus campaign im meet voters chairwoman
248,mayor
249,president we’ll launch national initiative cut imprisonment people half term eliminate juvenile incarceration violent offenders
250,guaranteeing americans equal rights law million people bars developed country disgraceful president fix
251,senator
252,join fight donald trump donate democratic party givingtuesday difference state’s democratic party donate
253,nra’s effort undermine public safety absurd dangerous supreme court millions americans fighting gun safety send nra packing
254,favorite holiday traditions taking family final preparations macysparade wishing happy thanksgiving
255,support israel refuse israel wedge issue electoral purposes trump americans choose supporting israel amp values home defend inextricably linked
256,beat trump build broad coalition voters ready unite rebuild america swing red blue win hes campaigning day office
257,applaud nyc council banning sale flavored cigarettes donald trump bidding tobacco industry cities taking strong action youth cigarette epidemic communities act protect kids
258,filed arizona ballot democratic primary it’s time rebuild america join
259,arizona crucial battleground trump spending money az red blue it’s i’m meeting voters
260,takes beat trump
261,i’m kicking presidential campaign norfolk southeastern virginia proves candidate red blue
262,democratic national convention donald trump ran country ran business we’d lot trouble that’s happened
263,child boy scout taught promise potential america worried future
264,afford president trump’s reckless unethical actions stakes win election begin rebuilding america
265,trump admin lacking courage stand tobacco industry critical cities step ma’s bill ban sale flavored tobacco products model hope
266,eve anniversary liberation auschwitz addressed jewish community broward county fl message inclusion tolerance unity fight preserve
267,voting sacred matters that’s i’m committing registering voters battleground ahead election
268,president trump won’t steps protect children office
269,hands deck moment taking fight trump directly
270,im horrified familiar images mass shooting america heart victims santa clarita it’s past time common sense gun laws country children deserve feel safe schools we’re failing
271,sister paulette service city
272,ago flight crashed belle harbor queens killing people board ground devastating day city affected families mornings spent beautiful memorial rockaway beach
273,enjoyed meeting rock’s impressive mayor
274,officially filed arkansas ballot democratic primary defeat trump failed
275,women served protect country
276,juul ballot proposition san francisco voters overwhelmingly rejected forcing juul drop campaign embolden cities action protect childrens health
277,i’m stand fight proud americans proud jews i’m celebrating launch unitedformike florida watch live
278,it’s lead climate action president won’t
279,abandoning paris agreement abdication leadership vast majority americans oppose americans action climate change public deliver washington wont
280,americans fall victim marketing tricks tobacco convince vaping safer regular cigarettes it’s launched
281,automakers failed learn lessons past american consumers reward companies offer fuel efficiency ill continue supporting attorneys push trump administrations opposition standards
282,citylabdc wraps
283,people resource city congratulations engaged cities award winners flint san francisco plymouth thankful empower citizens tackle pressing issues world
284,public art power reshape experience cities we’re share experience enliven streets plazas world
285,i’ve lived york i’ve subway it’s lifeblood nyc glad celebrate birthday
286,preparing address jewish american community broward county fl hope youll watch
287,cities delivering results difference peoples lives
288,mayors solutions mayor difference conversation
289,mayors exchange ideas improve lives cities world glad spend day talking learning city leaders
290,weekend i’ll leading minds government business art activism world citylabdc leaders exchange ideas improve lives cities world
291,children benefit hearing words age providence talks inaugural
292,trump admin flavored cigs market decision overwhelming bipartisan support days waiting plan doesn’t ban mint menthol plan stand tobacco industry amp honor commitment
293,eradicating polio public health achievements history worldpolioday we’re honoring
294,blustering campaign rally president speak climate leaders mayor
295,president trump listen people pittsburgh mayor
296,military lives line safe return home feel adrift failures nation heres plan increase opportunities veterans
297,cigarette epidemic reaching breaking episode
298,juul’s announcement late decision mint menthol flavored cigs shelves page tobacco industry’s playbook
299,day flavored cigarettes market public health children risk
300,elijah cummings devoted champion baltimore strong voice issues including civil rights gun safety oversight executive branch honor carry tireless baltimore amp congress
301,democratic presidential candidates aren’t short ideas voters demand explain intend move proposing plans implementing
302,week joined mayor
303,climate crisis inaction national level excuse change year’s
304,americans aisle overwhelmingly agree health citizens ban flavored cigarettes
305,cities world taking bold climate action proving climate progress city level congratulations cawards winners outstanding climate leadership medellín kolkata seoul accra london san francisco guangzhou
306,president wields bully pulpit twitter account demean women president protect rights health women undermine womenformike
307,community enact global change i’ve meaningful action cities mayor york city world honor leading cities leading climate action cawards watch live
308,selected cities data driven strategies playbook mayors country create climate action playbook giving cities tools climate action
309,join mayors american cities climate challenge
310,bold successful climate policies mayor
311,mayor
312,banning flavored cigarettes reduce cigs kids teens
313,mayor
314,republicans follow
315,congress stand president violates oath office abuses power personal gain solicits foreign interference american elections
316,ceos ed stack address gun violence waiting congress glad join
317,protect lgbtq americans transgender women color harm criminal justice system we’ll require training law enforcement de escalation implicit bias we’ll reverse ban transgender individuals serving military
318,american dream i’ve lived i’m running president ensure chance
319,tomorrow
320,glad
321,future business role society teamed
322,jessye norman american treasure york philanthropic service honored nyc’s cultural honor handel medallion voice live
323,resources training verbal autopsies data health initiative developing countries gather information health citizens glad partner australian govt amp
324,data essential solving worlds toughest challenges we’re reinvesting build success data health initiative partners governments developing countries gather accurate data citizens health
325,bloomberggbf week disney’s
326,politicians aren’t hard science political science message reality climate change music election day
327,climate leader prime minister
328,consequences climate change catastrophic don’t act president i’ll accelerate america’s transition carbon economy
329,special president george bush lady
330,climate action businesses individuals
331,geopolitical issues require geo economic thinking solutions bloomberggbf
332,addressing concerns cigarettes emergency legislation
333,bridge gap climate finance emerging markets climate action climate finance leadership initiative association european development finance institutions partnering bloomberggbf
334,collaboration government business critical meeting world’s pressing challenges bloomberggbf leaders committed partnering solutions address climate change growing economy
335,india’s economic growth success stories century pm
336,bloomberggbf influential leaders chance share ideas conversations happen meet moment restore global stability
337,commissioner
338,trumps dismissal traumatic brain injuries insult veterans suffer injuries brave women uniform continue harms sadly pattern
339,taking climate action prime minister
340,pm
341,heads delegations ceos bloomberggbf address threats global prosperity economic environmental instability
342,prime minister
343,join conversation prime minister
344,watch live heads ceos bloomberggbf ny
345,leaders joining bloomberggbf understand increasingly polarized world it’s critical public private sectors talk listen
346,data powerful tools fight climate change
347,heads ceos gathered bloomberggbf set shape future i’m optimistic accomplish watch event live starting
348,america meaningful lasting solutions challenges defeating trump rebuilding america urgent fight lives i’m join
349,tomorrow i’ll heads ceos annual bloomberggbf including pm
350,programs community mayor providence ri’s childhood development program won
351,coal free future grasp
352,recent wildfires amazon disturbing destruction climate change bring
353,climate crisis requires urgent action glad join
354,we’re living age marked growing polarization economic tensions climate science denial that’s im convening heads amp ceos collaborate solutions addressing global economic amp environmental instability bloomberggbf
355,phasing coal slows climate crisis creates jobs saves lives congratulations powering past coal alliance
356,nra spent roughly helping trump win presidency nra expected return investment don’t contributions elected people owe american people
357,forward speaking week prime minister
358,week i’m bringing heads business leaders collaborate solutions addressing economic amp environmental instability join bloomberggbf conversation online watch live starting
359,conversation president
360,candidates talk plans climate crisis climateforum tomorrow
361,mayors business leaders artists world discuss challenges cities power drive solutions forward citylabdc
362,trump epa wrong waiver science market politics lose marketplace court public opinion we’ll fight courtroom
363,pm
364,economic growth climate action competing ideas hand hand glad share climate finance leadership initiative report roadmap reducing emissions strengthening economies
365,chairman peter grauer terrific job advancing gender diversity
366,join york city campaign hq attend special event january trip includes airfare night hotel accommodations winner guest enter
367,data scientists engineers experts
368,political rage crowding constructive dialogue restoring ability disagree mortal enemies urgent civic imperative
369,september bloomberggbf bring world leaders incl pm
370,forward conversation india prime minister
371,i’m forward hearing candidates democratic field share plans address climate crisis tonight’s demdebate dont agree candidates single president trump
372,statement
373,difficult inspiring morning lower manhattan hope americans world chance experience power
374,forget
375,trumps decision speak marchforlife administrations relentless assault women march voice opinion preclude womans decisions body
376,million kids cigarettes cig makers tobacco companies preying america’s youth we’re launching
377,banning flavored cigarettes reduce cigs kids teens join
378,decline youth smoking health victories century cigarettes threaten reverse progress im announcing initiative
379,trump administration continues fossil fuel industry legal challenge shameful attempt avoid embarrassment americans pay price pollution health greenhouse gasses
380,food livelihood habitat billion people marine species depend oceans live climate crisis threat
381,cities creative solutions complex challenges limited resources partnership ministry interior
382,cities businesses citizens taking action clean air affordable energy jobs stories don’t told sat
383,leadership
384,changing quickly
385,businesses country stepping citizens mayors law enforcement authorities private sector lead senate
386,coronavirus outbreak demands attention potential epidemic line defense public health professionals cdc funded empowered jobs
387,flavored cigs fueled spike youth threatens undo generations worth progress
388,hoy
389,roll methane regulations trump administration siding special continue local leadership achieve climate progress elect climate leaders
390,cities leading issues opportunities executive development mayors city leaders world
391,confronted tragedy mayor
392,fires amazon rainforest international emergency accelerate climate crisis responsible action future planet stake actfortheamazon
393,john mccain understood progress requires civil dialogue hold views it’s follow actsofcivility
394,national inaction continue push country forward climate week
395,can’t battleground minnesota granted democratic margin victory barely votes that’s we’re waiting organize invest minnesota office minneapolis
396,moment pass
397,discuss importance leadership recognizing staff takes build team innovative senior staff joined
398,favorite
399,leaders
400,speak
401,spoke
402,americans nation calling common sense gun reform im optimistic meet moment bring change communities
403,democrats unified gun safety we’ll voter america understands choice candidates stand family’s safety bow special
404,words america’s philosophers cookie pleasure spend afternoon
405,unity gun safety democratic presidential candidates entire democratic party translate unity action washington
406,americans accept toll gun violence takes communities country we’re washington strong gun sense movement grown voting block progress
407,gun sense movement million strong midterm we’ll candidates dont lead gun safety we’ll vote election day gunsenseforum
408,speaking
409,time issue gun violence front center election tune presidential gunsenseforum live
410,mayors leading front gun safety founded mayors illegal guns advocate life saving policies hundreds
411,winner bloomberg american cities climate challenge boston leading
412,momentum gun safety movement time political inaction continues tragic toll saturday ill join
413,house action gun violence including passing comprehensive background check bill senate republicans failed act change americans demand
414,restore leadership lgbtq issues home abroad appoint cabinet staff represent diversity country honor lgbtq vets service protect displaced persons promote rights lgbtq people abroad
415,toni morrison forever voices american literature honor nyc literary honors words continue play role country’s cultural fabric
416,time that’s minds americans reward political leaders protect public safety drive don’t public office moment pass
417,voters candidates strong positions gun safety reward
418,friends partners examples citizen action
419,past strengthened gun laws bills passed democrats republicans time energy passion
420,climate crisis warning signs fight time move
421,ahead democraticdebate detroit poll voters michigan action climate crisis tonight tomorrow voters deserve discussion reflects priorities
422,home america’s universities hospitals home hundreds thousands america’s proudest people resilient strong wearebaltimore
423,term partner
424,cutting energy consumption creating art sparks conversation ecology conservation climate leadership takes forms don’t miss ackroyd amp harvey’s installation living artwork oaks
425,pulse nightclub shooting
426,california toe toe trump administration’s rollbacks winning deal deliver fuel efficient vehicles entire country drive progress fight climate crisis
427,bloomberg global business forum unique opportunity world leaders build partnerships share ideas combat current threats global prosperity rise economic environmental instability bloomberggbf
428,president tells forward forward
429,improving american education system top priority country
430,derrick continued leadership encouraging fight
431,education holds key major challenges zip code skin color determined child’s education tragically wrong amp fixing top priority country amp president
432,cities play key role improving public health mayors
433,robert morgenthau dedicated life york safer city played central role bringing crime historic lows legacy
434,carry american spirit taking moonshots explore space save planet climate crisis that’s launched
435,tough cigs limited evidence cigarettes adult smokers quit credible evidence flavored cigarettes contrast evidence flavored cigarettes attract kids
436,climate leadership country
437,mayors frontline issue hear leaders
438,weakening enforcement fuel efficiency standards pollute air harm climate president administration putting industry ahead health future
439,ive believed businesses responsibility forge real positive change climate action movement speak
440,cities power drive meaningful progress biggest issues time that’s row i’m glad mayors world kick bloomberg harvard city leadership initiative
441,i’m forward hosting mayors world week partnership
442,president america’s environmental leadership watch simple truth remains it’s cities fighting administration block progress
443,opioid epidemic continuing impact individuals families communities country teaming pennsylvania leaders address crisis washington slow act
444,that’s increased life expectancy york time city hall alongside partners
445,progress cleaning air protecting health cutting carbon emissions happened spite president claim credit leadership cities businesses won’t fooled
446,there’s difference talk action that’s difference donald trump
447,tackling climate crisis wait national governments act ldnclimateaction cities mayors
448,uk government’s greenfinance strategy sets leading call publicly listed companies asset owners disclose climate related risks amp opps builds
449,it’s simply bad business ignore impact climate crisis business leaders recognizing risk moving
450,move
451,luis alvarez nypd detective spent months ground rescue recovery fighting congress joined lost battle cancer lost true hero it’s finish
452,president’s attempt undermine global climate goals betrays trust allies poses danger action international community meet threat climate change
453,night’s energy candidates climate crisis encouraging progress wait president act
454,employees libraries schools public agencies michigan trained deliver naloxone prevent opioid overdoses commend
455,americans deserved discussion climate crisis tonights demdebate we’re waiting address emergency
456,president govern elected ill progressive partners level government country signed ballot pledge partner orgs
457,owe generation reject dirty air life
458,investors lack reliable data climate change impact companies can’t allocate resources reward action sit
459,leaders mayor
